,SMILES,types,pCMC,pCMC_std,AW_ST_CMC,AW_ST_CMC_std,Gamma_max,Gamma_max_std,Area_min,Area_min_std,Pi_CMC,Pi_CMC_std,PC20,PC20_std
28,CCCCCCCC(CCCCCC)OS(=O)(=O)[O-].[Na+],anionic,2.01300446027562,0.0,31.496597290039062,4.493512591553234,0.5549999999999999,0.0,2.99,0.0,40.35834503173828,4.567807136725183,3.8953747749328613,0.6004400091012486
29,CCCCCCCC(CCCCCC)c1ccc(S(=O)(=O)[O-])cc1.[Na+],anionic,2.59998036493484,0.0,30.000158309936523,2.094945947618181,1.811838150024414,0.292162380438413,1.017674446105957,0.3436743629552769,42.11982727050781,1.773582275315763,4.024374961853027,0.27418841723217763
30,CCCCCCCC(CCCCCCC)COS(=O)(=O)[O-].[Na+],anionic,2.55299710153384,0.0,32.351318359375,3.265071906002054,0.39387232065200806,0.149473157585362,3.4495577812194824,0.249417143061769,39.165992736816406,3.177274651460619,3.6466641426086426,0.5202863590255329
31,CCCCCCCC(CCCCCCC)OS(=O)(=O)[O-].[Na+],anionic,2.76396685288236,0.0,33.03242111206055,3.145730266082757,0.3541480302810669,0.09645668539281213,3.5808157920837402,0.19365869830080443,38.41423797607422,3.001929269804566,3.506516218185425,0.5749103361295066
32,CCCCCCCC(CCCCCCC)S(=O)(=O)[O-].[Na+],anionic,2.14399654600278,0.0,34.09995651245117,2.95792006091815,1.1347988843917847,0.6008363148637368,2.134477138519287,0.817216011407781,37.49411392211914,2.7988966072651986,3.330440044403076,0.5028192821862533
33,CCCCCCCC(CS(=O)(=O)[O-])OCO.[Na+],anionic,1.14399654600278,0.0,25.503948211669922,3.3617492983322736,1.3609071969985962,0.5136689963391602,1.6088752746582031,0.18618170408236745,46.893531799316406,3.8022396360611843,3.4778358936309814,0.3820047823727386
34,CCCCCCCC(F)(OS(=O)(=O)[O-])C(F)(F)C(F)(F)C(F)(F)F.[Na+],anionic,4.15502606185311,0.0,25.589130401611328,4.2545063518770405,1.890251874923706,0.2173599591530409,1.0536805391311646,0.18868176040221307,46.25714111328125,3.920833068531233,4.967657566070557,0.3584347992961083
35,CCCCCCCC(O)NC(O)(OS(=O)(=O)[O-])[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O.[Na+],anionic,1.06198090252379,0.0,31.850000381469727,2.661999117161322,2.5464513301849365,0.3900354841163928,0.6967336535453796,0.11950840372071969,40.40150833129883,2.652313215380835,2.7562413215637207,0.27183806417778106
36,CCCCCCCC(OS(=O)(=O)[O-])C(F)C(F)(F)C(F)(F)F.[Na+],anionic,3.30102999566398,0.0,22.76760482788086,2.62894375257075,1.6357533931732178,0.1412136644558205,1.1234469413757324,0.15986129797139162,49.11675262451172,2.673701992851047,4.740350246429443,0.40816793216630953
37,CCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC)S(=O)(=O)[O-].[Na+],anionic,3.13100309751286,0.0,30.929691314697266,2.552065005857664,1.8056081533432007,0.419741226999774,1.1600019931793213,0.32418394021945335,40.02606964111328,2.328015321337997,4.3400421142578125,0.36920109369871684
38,CCCCCCCCC(=O)[O-].[K+],anionic,0.408935392973501,0.0,32.46510314941406,3.196045292463909,1.7279945611953735,0.33394590399010693,1.5259146690368652,0.3805323400357069,39.668678283691406,2.9524765505800796,2.3962855339050293,0.394780984787949
39,CCCCCCCCC(C)OS(=O)(=O)[O-].[Na+],anionic,1.32799455497705,0.0,26.853139877319336,3.7265698640533755,0.5904017090797424,0.053240255904799534,2.7039542198181152,0.22923067248180712,45.27645492553711,3.8657222458284646,3.7238106727600098,0.6778546413631233
40,CCCCCCCCC(C)c1ccc(S(=O)(=O)[O-])cc1.[Na+],anionic,2.30303235925598,0.0,29.556583404541016,3.2897905289573357,1.573538064956665,0.43941298747526475,1.26078200340271,0.5420363737208307,42.55438995361328,2.9936976263827044,3.737236738204956,0.461368289621821
41,CCCCCCCCC(CC)OS(=O)(=O)[O-].[Na+],anionic,1.53895190832934,0.0,27.215362548828125,3.945038283799953,0.67,0.0,2.48,0.0,44.975257873535156,4.159629796887313,3.811265468597412,0.6547663962208032
42,CCCCCCCCC(CC)c1ccc(S(=O)(=O)[O-])cc1.[Na+],anionic,2.50003813440381,0.0,29.983789443969727,3.0735137939887824,1.6045955419540405,0.4388039973161288,1.2137115001678467,0.45298811958414675,42.29105758666992,2.793679545836586,3.718233585357666,0.4116180255472597
43,CCCCCCCCC(CCC)S(=O)(=O)[O-].[Na+],anionic,1.63507396621002,0.0,26.94708251953125,3.5839315321378873,0.7582992911338806,0.2856793800289157,2.6214797496795654,0.580713735568279,45.0850830078125,3.2558610980390483,3.72442626953125,0.5484212223823609
44,CCCCCCCCC(CCC)c1ccc(S(=O)(=O)[O-])cc1.[Na+],anionic,2.72101788313456,0.0,30.04095458984375,2.8388055324689674,1.657408356666565,0.40914560807584466,1.1668715476989746,0.40750344312433834,42.293914794921875,2.602588330295492,3.781447172164917,0.36543824698440946
45,CCCCCCCCC(CCCC)c1ccc(S(=O)(=O)[O-])cc1.[Na+],anionic,2.56992494444806,0.0,30.067047119140625,2.3290387837217494,1.7453670501708984,0.3357512154847348,1.0649141073226929,0.33966739754640873,42.19032287597656,2.05572256321603,3.9287242889404297,0.2853379167033263
46,CCCCCCCCC(CCCCC)c1ccc(S(=O)(=O)[O-])cc1.[Na+],anionic,2.70005709997723,0.0,30.000158309936523,2.094945947618181,1.811838150024414,0.292162380438413,1.017674446105957,0.3436743629552769,42.11982727050781,1.773582275315763,4.024374961853027,0.27418841723217763
47,CCCCCCCCC(CCCCCC)COCCOCCOCCOCCOCCOS(=O)(=O)[O-].[Na+],anionic,4.06550154875643,0.0,38.33463668823242,3.18302190455071,1.4113868474960327,0.39073025858609056,1.5807307958602905,0.4525752548849785,33.891082763671875,3.020436384439833,4.554008960723877,0.28080228382411515
48,CCCCCCCCC(CCCCCC)COS(=O)(=O)[O-].[Na+],anionic,2.39599006758777,0.0,32.650177001953125,4.2699783487887055,0.4767681062221527,0.18276033563547017,3.2860183715820312,0.41028442376000174,39.07696533203125,4.039894170058076,3.954270839691162,0.5897977136945389
49,CCCCCCCCC(CCCCCC)c1ccc(S(=O)(=O)[O-])cc1.[Na+],anionic,2.79997073344623,0.0,30.342391967773438,1.9525614701749479,1.8940578699111938,0.35328987988121274,0.9971246719360352,0.35604095521791046,41.76298522949219,1.7208614355815186,4.127687931060791,0.317344832898525
50,CCCCCCCCC(CCCCCCC)OS(=O)(=O)[O-].[Na+],anionic,3.3099812192113,0.0,35.033145904541016,3.6089850427509664,0.4175015985965729,0.11526660701202802,3.4317851066589355,0.1842305328506814,36.66448974609375,3.397958661504957,3.846785068511963,0.6019035877339467
51,CCCCCCCCC(CCCCCCCC)OS(=O)(=O)[O-].[Na+],anionic,3.58502665202918,0.0,35.92837142944336,3.4477482334056604,0.3179457187652588,0.15031869462649927,3.631679058074951,0.2321461917981769,35.99465560913086,3.312531767711525,3.887725830078125,0.3977071797910247
52,CCCCCCCCC(O)OCCc1ccc(S(=O)(=O)[O-])cc1.[Na+],anionic,1.31202537996544,0.0,30.720754623413086,3.5914702510572547,1.601988434791565,0.4243266987544995,1.3209036588668823,0.4375846094557866,41.787532806396484,3.424893453505402,3.597393035888672,0.4536130562918266
53,CCCCCCCCCC(C)c1ccc(S(=O)(=O)[O-])cc1.[Na+],anionic,2.72101788313456,0.0,29.77016830444336,2.5860143122096395,1.6560924053192139,0.3204745683211503,1.1575934886932373,0.4263258175844832,42.27912521362305,2.2766007128373755,3.898594379425049,0.4024166404761785
54,CCCCCCCCCC(CC)S(=O)(=O)[O-].[Na+],anionic,1.73002032335468,0.0,28.673465728759766,3.6915221684224053,0.8151170611381531,0.42099171099300814,2.691032648086548,0.6870030814252237,43.038665771484375,3.176589827982668,3.6184468269348145,0.6286583530313608
55,CCCCCCCCCC(CC)c1ccc(S(=O)(=O)[O-])cc1.[Na+],anionic,2.60607399341416,0.0,30.227746963500977,2.3144527760553717,1.69753098487854,0.3437886807481299,1.1001306772232056,0.35866260842720193,42.01055908203125,2.053062622538397,3.8542633056640625,0.32422189754116193
56,CCCCCCCCCC(CCCC)OS(=O)(=O)[O-].[Na+],anionic,2.17101804599208,0.0,31.570728302001953,4.439573393125424,0.2868865430355072,0.11778224543562445,3.618217945098877,0.27125190565785723,40.28428649902344,4.510740760666392,3.8872265815734863,0.6061647457497901
57,CCCCCCCCCC(CCCC)c1ccc(S(=O)(=O)[O-])cc1.[Na+],anionic,2.77989191195995,0.0,30.030445098876953,2.0494302505037467,1.813108205795288,0.2917975848503861,1.0161561965942383,0.34483859803189065,42.09149932861328,1.7339362430796363,4.023861408233643,0.2755025433336759
58,CCCCCCCCCC(CCCCC)COS(=O)(=O)[O-].[Na+],anionic,2.52302353424047,0.0,32.650177001953125,4.2699783487887055,0.4767681062221527,0.18276033563547017,3.2860183715820312,0.41028442376000174,39.07696533203125,4.039894170058076,3.954270839691162,0.5897977136945389
59,CCCCCCCCCC(CCCCC)c1ccc(S(=O)(=O)[O-])cc1.[Na+],anionic,2.89997426989214,0.0,30.342391967773438,1.9525614701749479,1.8940578699111938,0.35328987988121274,0.9971246719360352,0.35604095521791046,41.76298522949219,1.7208614355815186,4.127687931060791,0.317344832898525
60,CCCCCCCCCC(CCCCCCCCC)OS(=O)(=O)[O-].[Na+],anionic,3.48095996135166,0.0,38.862545013427734,4.111967525853856,0.434,0.0,3.83,0.0,33.3974723815918,3.9558244833349683,4.233695030212402,0.4200620511637087
61,CCCCCCCCCC(CCS(=O)(=O)[O-])OC(C)C.[Na+],anionic,2.45804652554176,0.0,27.738590240478516,2.8180470393196875,0.9064280390739441,0.31634461621734267,2.0406782627105713,0.5175208555073312,43.876197814941406,2.5847816505614256,4.231261730194092,0.4160621591413602
62,CCCCCCCCCC(CCS(=O)(=O)[O-])OC(CC)CCCCC.[Na+],anionic,3.50100063641985,0.0,33.983802795410156,2.0564386813109645,0.9372933506965637,0.36757143327667485,2.2770867347717285,0.65040745744866,37.77532196044922,2.0927544449208293,4.567809104919434,0.43313517931994855
63,CCCCCCCCCC(CCS(=O)(=O)[O-])OC.[Na+],anionic,2.11798803837334,0.0,28.546640396118164,1.4238084063047878,0.5864267349243164,0.28026819282632326,2.678926944732666,0.7176673586492999,43.20165252685547,1.8895403383948477,4.146820545196533,0.4407636333360755
64,CCCCCCCCCC(CCS(=O)(=O)[O-])OCC.[Na+],anionic,2.30102999566398,0.0,28.971500396728516,2.1675065416695656,0.517182469367981,0.24462250133027044,2.7761244773864746,0.7205778228236875,42.768470764160156,2.6463108901770545,4.17816686630249,0.469224150074515
65,CCCCCCCCCC(CCS(=O)(=O)[O-])OCCC.[Na+],anionic,2.41998788747058,0.0,29.910430908203125,2.6714231546331013,0.5330541729927063,0.2502808505179877,2.7828309535980225,0.7448971314294995,41.78722381591797,2.9873391977556536,4.15454626083374,0.494142049490832
66,CCCCCCCCCC(CCS(=O)(=O)[O-])OCCCC.[Na+],anionic,2.81701503299642,0.0,31.94968032836914,3.24856299367208,0.6543498039245605,0.2795145941874343,2.6767022609710693,0.6585429057950861,39.43430709838867,3.2312060449350772,4.061878204345703,0.587087459375591
67,CCCCCCCCCC(CCS(=O)(=O)[O-])OCCCCCC.[Na+],anionic,3.18502031623924,0.0,35.66923904418945,2.7293583282010045,0.7064258456230164,0.34941032154947915,2.9108004570007324,0.5211099146537581,36.066837310791016,2.8759674268628705,4.251820087432861,0.4068568753011357
68,CCCCCCCCCC(CCS(=O)(=O)[O-])OCCCCCCCC.[Na+],anionic,3.92190584959359,0.0,39.28734588623047,3.3235523756244048,0.5298408269882202,0.3068070760301218,3.300020694732666,0.32511520365697033,32.75715255737305,3.3312216205704877,4.506410121917725,0.41671227511178327
69,CCCCCCCCCC(CCS(=O)(=O)[O-])Oc1ccccc1.[Na+],anionic,2.70796556400526,0.0,29.777423858642578,2.2738134886923516,1.6698863506317139,0.2939193821025383,1.0441392660140991,0.21596044965970343,42.31169509887695,2.0633287195966856,4.106191635131836,0.20018743175832335
70,CCCCCCCCCC(CS(=O)(=O)[O-])OCO.[Na+],anionic,1.62105730138656,0.0,26.296993255615234,1.8972272241923165,0.9864135980606079,0.3654804297283426,2.012141704559326,0.5226281741290563,45.58538818359375,1.742585067592328,3.8751533031463623,0.370941388054615
71,CCCCCCCCCC(O)CCS(=O)(=O)[O-].[Na+],anionic,1.60607399341416,0.0,25.85051918029785,2.6032060896387548,1.6231428384780884,0.7544749289294106,1.5866276025772095,0.7059219196435168,46.258602142333984,2.0134326346210814,3.6997153759002686,0.4600928460151284
72,CCCCCCCCCC(OCC)(OCC)OS(=O)(=O)[O-].[Na+],anionic,1.9100948885606,0.0,33.90056610107422,3.8089216613036734,0.588884711265564,0.273954295685841,2.796682834625244,0.5027798755117434,38.08457946777344,3.5899179824217193,3.5882668495178223,0.3735730575746705
73,CCCCCCCCCC(OCC)S(=O)(=O)[O-].[Na+],anionic,1.78701381526333,0.0,29.056255340576172,2.410235958391436,0.3473377823829651,0.16287745942764636,3.1412529945373535,0.5330331741245121,42.796180725097656,2.817070529682612,3.884706497192383,0.34885733014213516
74,CCCCCCCCCCC(=O)[O-].[K+],anionic,1.00877392430751,0.0,34.486759185791016,2.96388697008881,2.1724228858947754,0.3573145880288096,1.281819224357605,0.3616105890132599,37.46720886230469,2.874088316226712,2.29256010055542,0.2925749677131851
75,CCCCCCCCCCC(C)S(=O)(=O)[O-].[Na+],anionic,1.82710530224782,0.0,30.0109920501709,2.7792555407404107,0.9268001317977905,0.43355501566178944,2.500626564025879,0.7228556247357262,41.596435546875,2.45049549524185,3.5723941326141357,0.5614720990474071
76,CCCCCCCCCCC(C)c1ccc(S(=O)(=O)[O-])cc1.[Na+],anionic,2.69207629638812,0.0,29.803741455078125,1.8680104236928585,1.7445684671401978,0.2630195411437202,1.053259253501892,0.33149246144946526,42.157630920410156,1.5176233811395756,4.056540012359619,0.349746481632031
77,CCCCCCCCCCC(CCC)OS(=O)(=O)[O-].[Na+],anionic,2.28802414564824,0.0,31.92428207397461,4.1870220482633,0.414,0.0,4.01,0.0,39.899478912353516,4.222344136938239,3.807117462158203,0.6435718588814651
78,CCCCCCCCCCC(CCC)c1ccc(S(=O)(=O)[O-])cc1.[Na+],anionic,2.89997426989214,0.0,30.127233505249023,2.0823586900091544,1.8170015811920166,0.2882821422151174,1.0195318460464478,0.369156062440953,41.96979522705078,1.8048393254886328,4.019259929656982,0.2703657056042044
79,CCCCCCCCCCC(CCCC)COS(=O)(=O)[O-].[Na+],anionic,2.63808338133136,0.0,32.776588439941406,4.230914907836315,0.4741169810295105,0.183077971244298,3.288115978240967,0.40995600064999255,38.944759368896484,3.998521707542529,3.9517974853515625,0.5913047295208989
80,CCCCCCCCCCC(CCCC)OS(=O)(=O)[O-].[Na+],anionic,2.17698247655395,0.0,33.30994415283203,4.025084415459622,0.3697447180747986,0.13739698593482724,3.5435471534729004,0.25599465576204944,38.36570358276367,3.912305758731246,3.7299087047576904,0.6313358976170211
81,CCCCCCCCCCC(CCCC)c1ccc(S(=O)(=O)[O-])cc1.[Na+],anionic,3.04000516167158,0.0,30.357906341552734,1.9348523160263806,1.8948335647583008,0.3579526163950731,0.9968361854553223,0.3550643329798112,41.74968719482422,1.7082822264487103,4.12823486328125,0.31731230975561414
82,CCCCCCCCCCC(CCCCC)OS(=O)(=O)[O-].[Na+],anionic,2.37202001017002,0.0,35.033145904541016,3.6089850427509664,0.5,0.0,3.32,0.0,36.66448974609375,3.397958661504957,3.846785068511963,0.6019035877339467
83,CCCCCCCCCCC(CCS(=O)(=O)[O-])OC(C)=O.[Na+],anionic,2.58302682739696,0.0,28.26089096069336,2.247149218596862,1.2905622720718384,0.3929418298207791,1.6719324588775635,0.679794683949086,43.45191955566406,1.9467978489703406,4.174357891082764,0.43576276233403305
84,CCCCCCCCCCC(CO)S(=O)(=O)[O-].[Na+],anionic,1.78701381526333,0.0,27.61757469177246,3.6767373680430757,1.1766183376312256,0.5435395724789094,2.0153794288635254,0.7988747766326815,44.03338623046875,3.412126678352217,3.6066040992736816,0.559669633007556
85,CCCCCCCCCCC(O)OCCc1ccc(S(=O)(=O)[O-])cc1.[Na+],anionic,1.88306035344924,0.0,30.26779556274414,2.145602394178927,1.6252148151397705,0.26526264735534155,1.1259146928787231,0.22757555801189117,41.85758590698242,2.030006784798555,3.975144863128662,0.4563562919046968
86,CCCCCCCCCCC=CS(=O)(=O)[O-].[Na+],anionic,1.88605664769316,0.0,33.25947189331055,4.196198620169289,2.005575656890869,0.9479283774361078,1.4534742832183838,0.6773901075832879,38.662376403808594,4.199113480086863,3.2004737854003906,0.5089416699900231
87,CCCCCCCCCCCC(=O)N(C)CC(=O)[O-].[Na+],anionic,1.87942606879415,0.0,35.2,0.0,1.55,0.0,1.07,0.0,36.8,0.0,2.85,0.0
88,CCCCCCCCCCCC(C)OS(=O)(=O)[O-].[Na+],anionic,2.81701503299642,0.0,32.75147247314453,3.7552595120538257,0.37057381868362427,0.15601508746902007,3.4146015644073486,0.2595892178970903,38.941551208496094,3.747222626099174,3.6317076683044434,0.5581977755922789
89,CCCCCCCCCCCC(C)c1ccc(S(=O)(=O)[O-])cc1.[Na+],anionic,3.20802879897923,0.0,30.37577247619629,1.345007119754241,1.8074843883514404,0.23594106762981346,0.982850193977356,0.31326174070158797,41.55865478515625,1.0646753376195932,4.152258396148682,0.3908252658812927
90,CCCCCCCCCCCC(CC)OS(=O)(=O)[O-].[Na+],anionic,2.36703683183274,0.0,33.29438781738281,3.5020208639565493,0.3285087049007416,0.14452032259942638,3.565274477005005,0.22734419942396233,38.36333465576172,3.4442058813377736,3.646055221557617,0.5979627835393022
91,CCCCCCCCCCCC(CC)c1ccc(S(=O)(=O)[O-])cc1.[Na+],anionic,3.0,0.0,30.56597328186035,1.8669141366640394,1.8545143604278564,0.3172949454995908,0.9948676228523254,0.3531740705243948,41.560462951660156,1.5722327927373365,4.053162574768066,0.3262476320705684
92,CCCCCCCCCCCC(CCC)COS(=O)(=O)[O-].[Na+],anionic,2.69897000433602,0.0,33.347267150878906,4.093432583910613,0.4704928398132324,0.1806965150185689,3.2950515747070312,0.40157314844148734,38.411216735839844,3.8262569850958275,3.927095413208008,0.6119943415396598
93,CCCCCCCCCCCC(CCC)c1ccc(S(=O)(=O)[O-])cc1.[Na+],anionic,3.15002808767115,0.0,30.499486923217773,2.0644399389607826,1.9001362323760986,0.36518479969502077,1.0009771585464478,0.357585508764997,41.62508010864258,1.839569095885062,4.139418601989746,0.32234612559613923
94,CCCCCCCCCCCC(CCS(=O)(=O)[O-])COCCO.[Na+],anionic,2.19900813873983,0.0,29.93284034729004,1.6752727994406373,1.3168989419937134,0.31766416284643173,1.383474588394165,0.333643759583884,41.9627571105957,1.6298084639259616,4.507147789001465,0.26454976728437674
95,CCCCCCCCCCCC(CCS(=O)(=O)[O-])COCCOCCO.[Na+],anionic,3.44502654166676,0.0,30.5,0.0,1.31,0.0,1.27,0.0,41.5,0.0,4.88241526003233,0.0
96,CCCCCCCCCCCC(CCS(=O)(=O)[O-])N(C)C.[Na+],anionic,4.78701381526333,0.0,30.4,0.0,1.95,0.0,0.85,0.0,41.6,0.0,5.75713548908258,0.0
97,CCCCCCCCCCCC(CCS(=O)(=O)[O-])N1CCCCC1.[Na+],anionic,3.3099812192113,0.0,34.393577575683594,2.7367467252576136,1.7690883874893188,0.4540570240540166,1.239683985710144,0.6030597584350342,37.80862045288086,2.5884594399565923,4.800648212432861,0.4006488284615521
98,CCCCCCCCCCCC(CCS(=O)(=O)[O-])N1CCOCC1.[Na+],anionic,3.10601643278815,0.0,31.808853149414062,2.4409303641733358,1.7363519668579102,0.3952431240122262,1.2198269367218018,0.41226021371958077,40.09024429321289,2.473536818839015,4.632044792175293,0.32870457305417566
